"","year","month","day","hour","P1.Sex","P2.Sex","Day.of.Week","Manner.of.Collision","First.Harmful.Event.Location","First.Harmful.Event","Ambient.Light","Weather.Condition.1","Weather.Condition.2","Traffic.Control.Device.Type","Traffic.Control.Device.Functionality","Road.Surface.Condition","Roadway.Junction.Type","Trafficway.Description","Street.or.Intersection","Intersection.Direction.1","Intersection.Direction.2","Street.Direction","v1.State.Code","V1.Hit.and.Run","V1.Action.Prior.to.Crash","V1.Occupant.Count","V1.Most.Damaged.Area","V1.Travel.Direction","V2.State.Code","V2.Hit.and.Run","V2.Action.Prior.to.Crash","V2.Occupant.Count","V2.Most.Damaged.Area","V2.Travel.Direction","P1.Drivers.Lic.State","P1.Drivers.Lic.Class.1","P1.Veh.Owner","P2.Role","P2.Drivers.Lic.State","P2.Drivers.Lic.Class.1","P2.Veh.Owner","First.Harmful.Event.LocationNA","First.Harmful.EventNA","Weather.Condition.2NA","Traffic.Control.Device.TypeNA","Traffic.Control.Device.FunctionalityNA","Trafficway.DescriptionNA","Intersection.Direction.1NA","Intersection.Direction.2NA","Street.DirectionNA","P1.Drivers.Lic.StateNA","P1.Drivers.Lic.Class.1NA","P2.Drivers.Lic.StateNA","P2.Drivers.Lic.Class.1NA"
"950",2018,12,19,17,"MALE","FEMALE","Wednesday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","STOP SIGNS","YES","DRY","FOUR WAY INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","INTERSECTION","EASTBOUND","SOUTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,0,1,0,0,0,0
"951",2018,1,7,19,"FEMALE","MALE","Sunday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH PARKED MOTOR VEHICLE","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","NO CONTROLS","YES","OTHER","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","SOUTHBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,0,"PARKED","0","LEFT REAR",1,1,"D, CLASS D VEHICLES",1,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",0,0,0,0,0,1,0,1,1,0,0,0,0,0
"952",2018,3,11,1,"MALE","MALE","Sunday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","T-INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","INTERSECTION","EASTBOUND","SOUTHBOUND","EASTBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","1","RIGHT REAR",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,0,1,0,0,0,0
"953",2017,11,14,20,"MALE","MALE","Tuesday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","NORTHBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",0,1,0,"SLOWING OR STOPPED IN TRAFFIC","2","REAR CENTER",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,0,0,0,0,0
"954",2018,1,10,9,"FEMALE","FEMALE","Wednesday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","STOP SIGNS","YES","DRY","FOUR WAY INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","SOUTHBOUND","WESTBOUND","EASTBOUND",1,0,"ENTERING TRAFFIC LANE","1","RIGHT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT SIDE",0,0,"UNKNOWN",0,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,0,0,1,0,0,1,1
"955",2018,7,4,22,"FEMALE","MALE","Wednesday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","ONE-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"PARKED","1","RIGHT FRONT",1,1,1,"TRAVELING STRAIGHT AHEAD","1","RIGHT SIDE",1,1,"D, CLASS D VEHICLES",1,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,0,0,0,0,1
"956",2018,5,3,6,"MALE","MALE","Thursday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","OTHER","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","T-INTERSECTION","ONE-WAY, NOT DIVIDED","INTERSECTION","NORTHBOUND","SOUTHBOUND","EASTBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","1","RIGHT REAR",0,1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"UNKNOWN",0,0,0,1,0,0,0,0,0,1,0,0,1,0
"957",2017,12,6,7,"MALE","FEMALE","Wednesday","SINGLE VEHICLE CRASH","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","RAIN","CLEAR","STOP SIGNS","YES","WET","T-INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","NORTHBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,"OTHER",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,0,0,0,0,0
"958",2018,1,22,18,"MALE","MALE","Monday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLOUDY","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","NOT AT INTERSECTION","ONE-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,0,"BACKING","1","OTHER",0,1,0,"SLOWING OR STOPPED IN TRAFFIC","1","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,1,1,0,0,0,0,0
"959",2019,1,19,21,"MALE","MALE","Saturday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","NO CONTROLS","NO","DRY","NOT AT INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT FRONT",1,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,0,0,0,0,1,1,0,0,0,0,0
"960",2019,4,5,8,"MALE","FEMALE","Friday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","FOUR WAY INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","EASTBOUND","SOUTHBOUND","EASTBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","1","REAR CENTER",0,1,0,"SLOWING OR STOPPED IN TRAFFIC","1","CENTER FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",0,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,0,1,0,0,0,0
"961",2018,6,14,9,"MALE","MALE","Thursday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","NON INTERSECTION","EASTBOUND","NORTHBOUND","NORTHBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","1","REAR CENTER",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,0,0,0,0,0
"962",2018,4,21,12,"MALE","MALE","Saturday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","OTHER","YES","DRY","NOT AT INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",0,0,"TRAVELING STRAIGHT AHEAD","0","RIGHT FRONT",0,1,0,"OTHER","0","LEFT REAR",0,0,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,0,0,0,0,1,1,0,0,0,0,0
"963",2019,1,30,17,"FEMALE","FEMALE","Wednesday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DUSK","CLOUDY","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","NORTHBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","1","RIGHT REAR",0,1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,1,0,1,0,1,1,0,0,0,0,0
"964",2018,4,18,17,"FEMALE","FEMALE","Wednesday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","STOP SIGNS","YES","DRY","T-INTERSECTION","ONE-WAY, NOT DIVIDED","INTERSECTION","NORTHBOUND","EASTBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT FRONT",0,1,"D, CLASS D VEHICLES",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,0,1,0,0,0,0
"965",2017,12,16,17,"MALE","FEMALE","Saturday","SIDESWIPE, OPPOSITE DIRECTION","UNKNOWN","OTHER","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","NO","DRY","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,1,"TURNING RIGHT","1","LEFT REAR",0,1,1,"TRAVELING STRAIGHT AHEAD","1","OTHER",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,0,0,0,0,1,1,0,0,0,0,0
"966",2018,4,25,13,"MALE","FEMALE","Wednesday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","RAIN","CLEAR","TRAFFIC CONTROL SIGNAL","YES","WET","Y-INTERSECTION","ONE-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","2","RIGHT REAR",0,1,0,"SLOWING OR STOPPED IN TRAFFIC","1","CENTER FRONT",0,1,"D, CLASS D VEHICLES",0,"OCCUPANT/PASSENGER",1,"D, CLASS D VEHICLES",0,0,0,1,0,0,0,1,1,0,0,0,0,1
"967",2018,7,27,12,"FEMALE","FEMALE","Friday","ANGLE","ROADWAY","OTHER","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","NO","DRY","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",0,1,0,"TURNING LEFT","1","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,1,1,0,0,0,0,0
"968",2018,7,15,13,"MALE","MALE","Sunday","SIDESWIPE, SAME DIRECTION","ROADWAY","OTHER","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","NO","DRY","NOT AT INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","NON INTERSECTION","EASTBOUND","NORTHBOUND","NORTHBOUND",1,1,"OTHER","1","RIGHT SIDE",0,1,0,"ENTERING TRAFFIC LANE","2","LEFT FRONT",0,1,"UNKNOWN",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,1,1,0,0,0,0,0
"969",2018,6,3,16,"FEMALE","FEMALE","Sunday","REAR TO REAR","OUTSIDE ROADWAY","OTHER","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","OTHER","UNKNOWN","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","more_than2","RIGHT REAR",1,1,0,"BACKING","1","RIGHT REAR",1,1,"D, CLASS D VEHICLES",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,0,0,0,0,0
"970",2018,9,17,11,"MALE","MALE","Monday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","NO","DRY","FOUR WAY INTERSECTION","ONE-WAY, NOT DIVIDED","INTERSECTION","NORTHBOUND","EASTBOUND","EASTBOUND",1,1,"SLOWING OR STOPPED IN TRAFFIC","1","REAR CENTER",0,1,1,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",0,1,"D, CLASS D VEHICLES",1,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,0,0,0,0,0,0,0,0,1,0,0,1,1
"971",2019,2,20,22,"MALE","MALE","Wednesday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DUSK","CLOUDY","CLEAR","STOP SIGNS","YES","WET","T-INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","WESTBOUND","NORTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT SIDE",0,1,0,"ENTERING TRAFFIC LANE","1","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,0,1,0,0,0,0
"972",2018,9,15,17,"MALE","MALE","Saturday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","FOUR WAY INTERSECTION","ONE-WAY, NOT DIVIDED","INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",0,0,"TURNING LEFT","1","RIGHT REAR",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,0,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,1,1,0,0,0,0
"973",2018,9,21,16,"FEMALE","MALE","Friday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLOUDY","CLEAR","STOP SIGNS","YES","DRY","T-INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","SOUTHBOUND","WESTBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",0,0,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT SIDE",0,0,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,0,1,0,0,0,0
"974",2017,12,13,16,"MALE","FEMALE","Wednesday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","UNKNOWN","CLEAR","NO CONTROLS","YES","DRY","T-INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","INTERSECTION","SOUTHBOUND","WESTBOUND","EASTBOUND",1,0,"TURNING LEFT","1","RIGHT FRONT",0,1,0,"TURNING RIGHT","1","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,0,0,1,0,0,0,0
"975",2019,2,27,19,"FEMALE","MALE","Wednesday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLOUDY","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","OTHER",0,0,0,"TRAVELING STRAIGHT AHEAD","1","OTHER",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",0,"D, CLASS D VEHICLES",0,0,0,0,0,1,0,1,1,0,0,0,0,0
"976",2018,4,21,11,"MALE","MALE","Saturday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","NO","DRY","NOT AT INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT SIDE",0,1,0,"PARKED","1","LEFT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,1,1,0,0,0,0,0
"977",2018,2,21,14,"FEMALE","FEMALE","Wednesday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","NO","DRY","FOUR WAY INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","INTERSECTION","SOUTHBOUND","WESTBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","2","CENTER FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT SIDE",0,1,"D, CLASS D VEHICLES",1,"OCCUPANT/PASSENGER",1,"D, CLASS D VEHICLES",0,0,0,0,0,0,0,0,0,1,0,0,1,1
"978",2018,4,10,22,"MALE","MALE","Tuesday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","NO CONTROLS","NO","DRY","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","SOUTHBOUND",1,0,"TRAVELING STRAIGHT AHEAD","more_than2","CENTER FRONT",0,1,0,"TURNING LEFT","1","RIGHT SIDE",0,1,"D, CLASS D VEHICLES",0,"OCCUPANT/PASSENGER",1,"D, CLASS D VEHICLES",0,0,0,0,0,0,0,1,1,0,0,0,0,0
"979",2019,4,18,16,"MALE","MALE","Thursday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLOUDY","CLOUDY","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","ONE-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,0,"PARKED","1","LEFT SIDE",1,0,"D, CLASS D VEHICLES",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,0,0,1,0,1,1,0,0,0,0,0
"980",2018,1,6,21,"MALE","MALE","Saturday","HEAD ON","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLOUDY","OTHER","NO CONTROLS","NO","SNOW","FOUR WAY INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","WESTBOUND","NORTHBOUND","EASTBOUND",0,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,0,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,0,0,0,0,0,0,1,0,0,0,0
"981",2018,10,29,12,"MALE","MALE","Monday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","RAIN","CLEAR","TRAFFIC CONTROL SIGNAL","YES","WET","T-INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,0,"OTHER","1","RIGHT REAR",0,1,0,"TRAVELING STRAIGHT AHEAD","2","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,1,0,0,0,1,1,0,0,0,0,0
"982",2018,10,2,19,"FEMALE","MALE","Tuesday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DUSK","CLOUDY","RAIN","NO CONTROLS","YES","WET","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","1","LEFT REAR",0,0,0,"TRAVELING STRAIGHT AHEAD","1","OTHER",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,0,0,1,0,1,1,0,0,0,0,0
"983",2017,11,30,20,"FEMALE","FEMALE","Thursday","ANGLE","OTHER","COLLISION WITH PARKED MOTOR VEHICLE","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","ONE-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"TURNING RIGHT","1","LEFT FRONT",0,1,0,"PARKED","0","RIGHT REAR",1,1,"D, CLASS D VEHICLES",0,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,0,0,0,1,1
"984",2019,1,20,8,"FEMALE","MALE","Sunday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","SNOW","OTHER","OTHER","NO","SNOW","NOT AT INTERSECTION","ONE-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","SOUTHBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","2","LEFT REAR",0,0,0,"TRAVELING STRAIGHT AHEAD","1","OTHER",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,0,0,0,0,1,1,0,0,0,0,0
"985",2017,12,22,17,"FEMALE","MALE","Friday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLOUDY","OTHER","STOP SIGNS","YES","WET","T-INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","1","RIGHT REAR",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,0,0,1,0,1,1,1,0,0,0,0
"986",2019,4,6,2,"FEMALE","MALE","Saturday","SINGLE VEHICLE CRASH","OUTSIDE ROADWAY","OTHER","DARK - LIGHTED ROADWAY","RAIN","CLEAR","TRAFFIC CONTROL SIGNAL","YES","WET","Y-INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","EASTBOUND","EASTBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","OTHER",0,1,"D, CLASS D VEHICLES",1,"OTHER",1,"D, CLASS D VEHICLES",0,0,0,1,0,0,0,0,0,1,0,0,1,1
"987",2018,5,4,13,"FEMALE","FEMALE","Friday","REAR-END","UNKNOWN","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","ONE-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",1,1,0,"SLOWING OR STOPPED IN TRAFFIC","1","CENTER FRONT",1,1,"D, CLASS D VEHICLES",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,0,0,1,0,1,1,0,0,0,0,0
"988",2018,8,26,17,"FEMALE","FEMALE","Sunday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","NOT AT INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT REAR",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,0,0,0,0,1,1,0,0,0,0,0
"989",2019,3,29,20,"MALE","FEMALE","Friday","REAR-END","ROADWAY","COLLISION WITH PARKED MOTOR VEHICLE","DARK - LIGHTED ROADWAY","RAIN","CLEAR","NO CONTROLS","YES","WET","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,1,"PARKED","1","CENTER FRONT",0,1,1,"BACKING","1","REAR CENTER",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,0,0,0,0,0
"990",2019,3,16,14,"FEMALE","FEMALE","Saturday","ANGLE","OUTSIDE ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","UNKNOWN","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"BACKING","1","OTHER",1,1,0,"SLOWING OR STOPPED IN TRAFFIC","1","RIGHT REAR",1,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,1,0,1,0,1,1,0,0,0,0,0
